group,path,status
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_105.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_106.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_107.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_108.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_109.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_11.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_110.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_111.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_112.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_113.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_114.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_115.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_116.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_117.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_118.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_119.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_12.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_120.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_121.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_122.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_123.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_124.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_125.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_126.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_127.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_128.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_129.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_13.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_130.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_131.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_132.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_133.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_134.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_135.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_136.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_137.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_138.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_139.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_14.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_140.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_141.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_142.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_143.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_144.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_145.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_146.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_147.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_148.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_149.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_15.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_150.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_151.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_152.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_153.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_154.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_155.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_156.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_157.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_158.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_159.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_16.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_160.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_161.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_162.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_163.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_164.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_165.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_166.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_167.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_168.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_169.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_17.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_170.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_171.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_172.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_173.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_174.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_175.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_176.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_177.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_178.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_179.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_18.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_180.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_181.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_182.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_183.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_184.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_185.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_186.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_187.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_188.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_189.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_19.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_190.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_191.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_192.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_193.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_194.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_195.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_196.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_197.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_198.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_199.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_2.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_20.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_200.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_201.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_202.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_203.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_204.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_205.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_206.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_207.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_208.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_209.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_21.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_210.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_211.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_212.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_213.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_214.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_215.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_216.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_217.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_218.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_219.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_22.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_220.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_221.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_222.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_223.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_224.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_225.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_226.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_227.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_228.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_229.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_23.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_230.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_231.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_232.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_233.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_234.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_235.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_236.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_237.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_238.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_239.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_24.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_240.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_241.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_242.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_243.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_244.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_245.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_246.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_247.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_248.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_249.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_25.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_250.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_251.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_252.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_253.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_254.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_255.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_256.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_257.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_258.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_259.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_26.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_260.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_261.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_262.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_263.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_264.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_265.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_266.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_267.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_268.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_269.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_27.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_270.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_271.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_272.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_273.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_274.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_275.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_276.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_277.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_278.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_279.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_28.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_280.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_281.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_282.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_283.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_284.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_285.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_286.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_287.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_288.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_289.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_29.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_290.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_291.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_292.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_293.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_294.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_295.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_296.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_297.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_298.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_299.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_3.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_30.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_31.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_32.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_33.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_34.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_35.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_36.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_37.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_38.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_39.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_4.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_40.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_41.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_42.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_43.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_44.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_45.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_46.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_47.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_48.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_49.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_5.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_50.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_51.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_52.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_53.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_54.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_55.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_56.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_57.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_58.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_59.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_6.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_60.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_61.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_62.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_63.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_64.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_65.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_66.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_67.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_68.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_69.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_7.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_70.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_71.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_72.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_73.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_74.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_75.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_76.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_77.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_78.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_79.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_8.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_80.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_81.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_82.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_83.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_84.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_85.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_86.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_87.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_88.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_89.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_9.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_90.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_91.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_92.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_93.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_94.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_95.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_96.png,ok
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_97.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_98.png,no_face
human,C:\Users\maryc\Downloads\881project\humans_ffhq\human_99.png,ok
