group,path,status
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_137.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_139.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_141.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_146.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_148.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_149.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_150.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_155.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_157.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_161.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_162.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_163.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_168.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_169.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_171.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_172.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_173.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_175.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_178.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_187.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_188.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_193.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_195.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_199.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_200.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_202.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_206.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_208.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_210.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_211.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_217.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_220.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_222.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_227.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_228.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_229.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_234.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_235.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_245.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_247.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_249.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_255.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_259.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_263.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_27.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_276.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_31.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_4.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_41.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_44.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_46.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_47.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_49.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_54.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_55.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_62.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_63.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_68.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_71.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_73.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_77.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_83.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_84.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_86.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_90.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_95.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_96.png,ok
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_99.png,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (1).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (2).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (3).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (4).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (6).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (7).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download.jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (10).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (11).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (3).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (6).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (8).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (9).jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images.jpg,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\ss4.PNG,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\ss8.PNG,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\ss9.PNG,ok
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\ts-rich-190.jpg,ok
